Word,Tags
anlattım,FİİL-VERB
anlattım.,FİİL-VERB
anlattığı,FİİL-VERB|SIFAT-ADJECTIVE
anlatılamayacak,FİİL-VERB
anlatıyor,FİİL-VERB
anlayacak,FİİL-VERB
anlayana,FİİL-VERB
anlayışlı,SIFAT-ADJECTIVE
anlaşmayı,AD-NOUN
anlaştı,FİİL-VERB
anlaştık,FİİL-VERB
anlaştılar,FİİL-VERB
anlaşılmadıkça,FİİL-VERB
anne,AD-NOUN
annesinden,AD-NOUN
annesine,AD-NOUN
annesinin,AD-NOUN
anons,AD-NOUN
ansızın,BELİRTEÇ-ADVERB
antik,SIFAT-ADJECTIVE
antlaşma,AD-NOUN
anı,AD-NOUN
anılar,AD-NOUN
anılarını,AD-NOUN
anım,AD-NOUN
anımız,AD-NOUN
anına,AD-NOUN
anıt,AD-NOUN
anıyı,AD-NOUN
anıyı.,AD-NOUN
apaçık,BELİRTEÇ-ADVERB
aptal,SIFAT-ADJECTIVE
aptalca,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
ara,AD-NOUN|BELİRTEÇ-ADVERB|FİİL-VERB
araba,AD-NOUN
arabada.,AD-NOUN
arabanın,AD-NOUN
arabasını,AD-NOUN
arabasının,AD-NOUN
arabayla,AD-NOUN
arabayı,AD-NOUN
arada,AD-NOUN
aradı,FİİL-VERB
aradılar,FİİL-VERB
aradım,FİİL-VERB
aradınız,FİİL-VERB
arama,AD-NOUN
aramasını,FİİL-VERB
aramızda.,AD-NOUN
aranamaz,FİİL-VERB
arardı,FİİL-VERB
arası,AD-NOUN
arasında,AD-NOUN
arasındaki,SIFAT-ADJECTIVE
arasından,AD-NOUN
araya,AD-NOUN
arayı,AD-NOUN
arayıp,FİİL-VERB
arazi,AD-NOUN
araçları,AD-NOUN
araştırdı,FİİL-VERB
araştırdı.,FİİL-VERB
araştırma,AD-NOUN
araştırmacı,SIFAT-ADJECTIVE
araştırıyor,FİİL-VERB
araştırıyor.,FİİL-VERB
ardından,AD-NOUN
argüman,AD-NOUN
arka,SIFAT-ADJECTIVE
arkadaşlar,AD-NOUN
arkadaşları,AD-NOUN
arkadaşlarına,AD-NOUN
arkadaşlarıyla,AD-NOUN
arkadaşı,AD-NOUN
arkadaşına,AD-NOUN
arkadaşını,AD-NOUN
arkadaşının,AD-NOUN
arkasına,AD-NOUN
arkasında,AD-NOUN
arkasındaki,SIFAT-ADJECTIVE
arkasından,AD-NOUN
arpa,AD-NOUN
artacağını,FİİL-VERB
arttı,FİİL-VERB
artık,BELİRTEÇ-ADVERB
artık.,BELİRTEÇ-ADVERB
arzum,AD-NOUN
arı,AD-NOUN
arıyor,FİİL-VERB
arıyor.,FİİL-VERB
arıyordu.,FİİL-VERB
arıyorum.,FİİL-VERB
arızayı,AD-NOUN
askerlere,AD-NOUN
asla,BELİRTEÇ-ADVERB
aslan,AD-NOUN
aslen,BELİRTEÇ-ADVERB
aslında,BELİRTEÇ-ADVERB
aslını,AD-NOUN
astı,FİİL-VERB
astı.,FİİL-VERB
asır,AD-NOUN
atacak,FİİL-VERB
atar,FİİL-VERB
atar.,FİİL-VERB
ateş,AD-NOUN
ateşkesi,AD-NOUN
atladı,FİİL-VERB
atladı.,FİİL-VERB
atlet,AD-NOUN
atlı,AD-NOUN
atmosfer,AD-NOUN
attı,FİİL-VERB
attı.,FİİL-VERB
attın,FİİL-VERB
atıldı,FİİL-VERB
atılıp,FİİL-VERB
avcı,AD-NOUN
avı,AD-NOUN
avının,AD-NOUN
ay,AD-NOUN
ayakkabısını,AD-NOUN
ayakkabıyı,AD-NOUN
ayakları,AD-NOUN
ayakta,BELİRTEÇ-ADVERB
ayaktaydı.,FİİL-VERB
aydan,AD-NOUN
aydınlandı,FİİL-VERB
aydınlattı,FİİL-VERB
aydınlattın,FİİL-VERB
aydınlık,SIFAT-ADJECTIVE
aykırı,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
aykırılığı,AD-NOUN
aylık,AD-NOUN
ayna,AD-NOUN
aynanın,AD-NOUN
aynen,BELİRTEÇ-ADVERB
aynı,SIFAT-ADJECTIVE
ayrı,BELİRTEÇ-ADVERB
ayrıca,BELİRTEÇ-ADVERB
ayrıcalıkları,AD-NOUN
ayrıksız,BELİRTEÇ-ADVERB
ayrılabilecek,SIFAT-ADJECTIVE
ayrıldı,FİİL-VERB
ayrılma.,FİİL-VERB
ayrılmamış,FİİL-VERB
ayrılmayacak.,FİİL-VERB
ayrılmayacağım.,FİİL-VERB
ayrılmayı,FİİL-VERB
ayrılmaz,FİİL-VERB
ayrılır,FİİL-VERB
ayrımı,AD-NOUN
ayrımına,AD-NOUN
ayrıntılar,AD-NOUN
ayçiçeği,AD-NOUN
ayı,AD-NOUN
ayından,AD-NOUN
ayırana,FİİL-VERB
ayırdedilmeksizin,BELİRTEÇ-ADVERB
ayırdı,FİİL-VERB
ayırdı.,FİİL-VERB
ayırımı,AD-NOUN
az,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
azabı,AD-NOUN
azaldı,FİİL-VERB
azimli,SIFAT-ADJECTIVE
aç,FİİL-VERB
açamadı.,FİİL-VERB
açar,FİİL-VERB
açtı,FİİL-VERB
açtı.,FİİL-VERB
açtım,FİİL-VERB
açık,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
açık),SIFAT-ADJECTIVE
açıkladı,FİİL-VERB
açıkladı.,FİİL-VERB
açıklama,AD-NOUN
açıklamadı,FİİL-VERB
açıklamadı.,FİİL-VERB
açıklamaya,FİİL-VERB
açıklanana,FİİL-VERB
açıktır,FİİL-VERB
açıkça,BELİRTEÇ-ADVERB
açılamaz,FİİL-VERB
açıldı,FİİL-VERB
açıp,FİİL-VERB
açısı,AD-NOUN
açısını,AD-NOUN
ağacı,AD-NOUN
ağarana,FİİL-VERB
ağladı,FİİL-VERB
ağlarını,AD-NOUN
ağlayarak,FİİL-VERB
ağlıyordu,FİİL-VERB
ağrıdı.,FİİL-VERB
ağrılarım,AD-NOUN
ağzına,AD-NOUN
ağzından,AD-NOUN
ağır,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
ağırbaşlı,SIFAT-ADJECTIVE
ağırlaşmıştı.,FİİL-VERB
ağırlaştı,FİİL-VERB
aşaması,AD-NOUN
aşağı,BELİRTEÇ-ADVERB|ZARF-ADV
aşmayı,FİİL-VERB
aştı,FİİL-VERB
aştı.,FİİL-VERB
aştım,FİİL-VERB
aşık,SIFAT-ADJECTIVE
aşıladı,FİİL-VERB
aşımı,AD-NOUN
babamla,AD-NOUN
babasına,AD-NOUN
babasının,AD-NOUN
bacağı,AD-NOUN
bahane,AD-NOUN
bahar,AD-NOUN
baharatlı,SIFAT-ADJECTIVE
bahçe,AD-NOUN
bahçe.,AD-NOUN
bahçede,AD-NOUN
bahçesi,AD-NOUN
bahçeye,AD-NOUN
bahşiş,AD-NOUN
bak,FİİL-VERB
bakanlar,AD-NOUN
bakanındır,AD-NOUN
bakar,FİİL-VERB
bakar.,FİİL-VERB
bakmazlık,AD-NOUN
baktı,FİİL-VERB
baktı.,FİİL-VERB
bakımından,İLGEÇ-PREPOS
bakındı,FİİL-VERB
bakındı.,FİİL-VERB
bakış,AD-NOUN
bakışları,AD-NOUN
bakışların,AD-NOUN
bakıştı,FİİL-VERB
bal,AD-NOUN
baldan,AD-NOUN
balerina,AD-NOUN
balkonda,AD-NOUN
balla,AD-NOUN
balık,AD-NOUN
balıkçı,AD-NOUN
bana,ADIL-PRONOUN
bana.,ADIL-PRONOUN
bardak,AD-NOUN
bardağı,AD-NOUN
barış,AD-NOUN
barışta,AD-NOUN
barıştı,FİİL-VERB
barışı,AD-NOUN
basit,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
baskı,AD-NOUN
bastı,FİİL-VERB
bastı.,FİİL-VERB
bastım,FİİL-VERB
basın,AD-NOUN
batana,FİİL-VERB
batmış,FİİL-VERB
battı,FİİL-VERB
battım.,FİİL-VERB
batımı,AD-NOUN
bayat,SIFAT-ADJECTIVE
bayatladı,FİİL-VERB
bayram,AD-NOUN
bayramlar,AD-NOUN
bayıldı,FİİL-VERB
bazen,BELİRTEÇ-ADVERB
bazı,BELİRLEYİCİ-DET
bağdaşamıyacak,SIFAT-ADJECTIVE
bağdaşmıyan,SIFAT-ADJECTIVE
bağladı,FİİL-VERB
bağladı.,FİİL-VERB
bağlandı,FİİL-VERB
bağlantıyı,İSİM-NOUN
bağları,AD-NOUN
bağlayan,SIFAT-ADJECTIVE
bağlı,SIFAT-ADJECTIVE
bağlıdır,FİİL-VERB
bağlıdır.,FİİL-VERB
bağlıdırlar,FİİL-VERB
bağrışıyorlardı.,FİİL-VERB
bağı,AD-NOUN
bağımlı,SIFAT-ADJECTIVE
bağımlılık,AD-NOUN
bağımsız,SIFAT-ADJECTIVE
bağımsızdırlar,FİİL-VERB
bağırdı,FİİL-VERB
bağırmaya,FİİL-VERB
bağırsa,FİİL-VERB
bağıt,AD-NOUN
bağışladı,FİİL-VERB
bağışladı.,FİİL-VERB
başa,AD-NOUN
başarabileceğine,FİİL-VERB
başardı,FİİL-VERB
başardı.,FİİL-VERB
başardılar,FİİL-VERB
başardığını,FİİL-VERB
başarı,AD-NOUN
başarı.,AD-NOUN
başarılı,SIFAT-ADJECTIVE
başarılıydı,SIFAT-ADJECTIVE
başarım,AD-NOUN
başarısı,AD-NOUN
başarısının,AD-NOUN
başarısız,SIFAT-ADJECTIVE
başarıyla,AD-NOUN
başka,SIFAT-ADJECTIVE|İLGEÇ-PREPOS
başkalarının,ADIL-PRONOUN
başkalayamazlar,FİİL-VERB
başkan,AD-NOUN
başkanları,AD-NOUN
başkası,ADIL-PRONOUN
başkasına,ADIL-PRONOUN
başladı,FİİL-VERB
başladı.,FİİL-VERB
başladım,FİİL-VERB
başlangıcı,AD-NOUN
başlangıç,AD-NOUN
başlar,FİİL-VERB
başlar.,FİİL-VERB
başlarına,AD-NOUN
başlattı,FİİL-VERB
başlattı.,FİİL-VERB
başlayacağını,FİİL-VERB
başlayacağız.,FİİL-VERB
başlıyarak,FİİL-VERB
baştan,BELİRTEÇ-ADVERB
başvurmaların,AD-NOUN
başı,AD-NOUN
başıdır,AD-NOUN
başıma,AD-NOUN
başımı,İSİM-NOUN
başına,AD-NOUN
başında,AD-NOUN
başından,AD-NOUN
başını,AD-NOUN
bebek,AD-NOUN
bebeğin,AD-NOUN
beceriksiz,SIFAT-ADJECTIVE
bekledi,FİİL-VERB
bekledi.,FİİL-VERB
beklediler.,FİİL-VERB
bekledim,FİİL-VERB
beklediğim,SIFAT-ADJECTIVE
beklediğinin,FİİL-VERB
beklemedi,FİİL-VERB
beklemek,FİİL-VERB
beklemekten,FİİL-VERB
beklemezdi.,FİİL-VERB
beklemiyordu,FİİL-VERB
beklemiyordu.,FİİL-VERB
beklemiyordum,FİİL-VERB
beklemiyordum.,FİİL-VERB
beklemiş,FİİL-VERB
bekleniyor.,FİİL-VERB
bekleyeceğim.,FİİL-VERB
bekleyip,FİİL-VERB
bekleyiş.,AD-NOUN
bekleyişti,AD-NOUN
bekliyor,FİİL-VERB
bekliyor.,FİİL-VERB
bekliyorum,FİİL-VERB
bekliyorum.,FİİL-VERB
bekliyoruz.,FİİL-VERB
belediyelerce,AD-NOUN
belge,AD-NOUN
belgesel,AD-NOUN
belirdi,FİİL-VERB
belirdi.,FİİL-VERB
belirgin,SIFAT-ADJECTIVE
belirir,FİİL-VERB
belirledi,FİİL-VERB
belirledi.,FİİL-VERB
belirsiz,SIFAT-ADJECTIVE
belirti,AD-NOUN
belirtilen,SIFAT-ADJECTIVE
belirtmek,FİİL-VERB
belirtti,FİİL-VERB
belirtti.,FİİL-VERB
belki,BELİRTEÇ-ADVERB
belleği.,AD-NOUN
belli,AD-NOUN|SIFAT-ADJECTIVE
bembeyaz,BELİRTEÇ-ADVERB
ben,ADIL-PRONOUN
bencil,SIFAT-ADJECTIVE
beni,ADIL-PRONOUN
benim,ADIL-PRONOUN
benimki,ADIL-PRONOUN
benimsedi,FİİL-VERB
benimsedi.,FİİL-VERB
benliğini.,AD-NOUN
benzeri,AD-NOUN
benzersiz,SIFAT-ADJECTIVE
benzini,AD-NOUN
benziyor,FİİL-VERB
beraber,BELİRTEÇ-ADVERB
berbat,SIFAT-ADJECTIVE
beri,İLGEÇ-PREPOS
berrak,SIFAT-ADJECTIVE
bestekar,AD-NOUN
bez,AD-NOUN
bezdirecek,FİİL-VERB
bezle,AD-NOUN
beğendi,FİİL-VERB
beğendi.,FİİL-VERB
beğenmedi,FİİL-VERB
beş,BELİRTEÇ-ADVERB|SAYI-NUM|SIFAT-ADJECTIVE
beşte,AD-NOUN
bildin,FİİL-VERB
bildirdi,FİİL-VERB
bildirdiler,FİİL-VERB
bildirecek,FİİL-VERB
bildirecek.,FİİL-VERB
bildirim,İSİM-NOUN
bildirimini,AD-NOUN
bildirmek,FİİL-VERB
bildiğim,SIFAT-ADJECTIVE
bildiğini,FİİL-VERB
bile,BAĞLAÇ-CONJ
bilecek,FİİL-VERB
bilemedin?,FİİL-VERB
bilemezsin,FİİL-VERB
bilemezsin.,FİİL-VERB
bilerek,BELİRTEÇ-ADVERB
bilge,AD-NOUN|SIFAT-ADJECTIVE
bilgenin,AD-NOUN
bilgi,AD-NOUN
bilgileri,AD-NOUN
bilgili,SIFAT-ADJECTIVE
bilgisayar,AD-NOUN
bilgisayarı,İSİM-NOUN
bilgisayarını,AD-NOUN
bilgisi,AD-NOUN
bilgiyi,AD-NOUN
bilhassa,BELİRTEÇ-ADVERB
bilimsel,SIFAT-ADJECTIVE
bilinmeyen,SIFAT-ADJECTIVE
bilinçli,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
bilir,FİİL-VERB
bilir.,FİİL-VERB
biliyor,FİİL-VERB
biliyor.,FİİL-VERB
biliyormuş,FİİL-VERB
biliyorum,FİİL-VERB
biliyorum.,FİİL-VERB
bilmece,AD-NOUN
bilmedi,FİİL-VERB
bilmedi.,FİİL-VERB
bilmeyen,SIFAT-ADJECTIVE
bilmiyor,FİİL-VERB
bilmiyor.,FİİL-VERB
bilmiyordu,FİİL-VERB
bilmiyordu.,FİİL-VERB
bilmiyorum.,FİİL-VERB
bina,AD-NOUN
bina.,AD-NOUN
binası,AD-NOUN
binayı,AD-NOUN
binlerce,SIFAT-ADJECTIVE
binmiş,FİİL-VERB
bir,BELİRLEYİCİ-DET|BELİRTEÇ-ADVERB|SAYI-NUM|SIFAT-ADJECTIVE
birer,SIFAT-ADJECTIVE
birikmiş,SIFAT-ADJECTIVE
birikti.,FİİL-VERB
biriktirdik,FİİL-VERB
biriktirmişlerdi.,FİİL-VERB
biriktirmişti.,FİİL-VERB
birini,ADIL-PRONOUN
birkaç,BELİRLEYİCİ-DET|SAYI-NUM
birlikte,BELİRTEÇ-ADVERB
birçok,SAYI-NUM
bisiklet,AD-NOUN
bisikletini,AD-NOUN
biteceğini,FİİL-VERB
biten,SIFAT-ADJECTIVE
biteni,AD-NOUN
bitirdi,FİİL-VERB
bitirdi.,FİİL-VERB
bitirdik.,FİİL-VERB
bitiremeyeceğini,FİİL-VERB
bitiren,SIFAT-ADJECTIVE
bitirene,FİİL-VERB
bitirmeliyim.,FİİL-VERB
bitirmeliyiz.,FİİL-VERB
bitirmesi,FİİL-VERB
bitirmeyi,FİİL-VERB
bitkilere,AD-NOUN
bitmeden,FİİL-VERB
bitmedi,FİİL-VERB
bitmek,AD-NOUN
bitmeyen,SIFAT-ADJECTIVE
bitti,FİİL-VERB
bittiğini,FİİL-VERB
bize,ADIL-PRONOUN
bizi,ADIL-PRONOUN
bizim,ADIL-PRONOUN
biçilmez,FİİL-VERB
biçti,FİİL-VERB
biçti.,FİİL-VERB
bomba,AD-NOUN
bomboş,SIFAT-ADJECTIVE
boncuk,BELİRTEÇ-ADVERB
borca,AD-NOUN
borcu,AD-NOUN
borcumu,AD-NOUN
borcunu,AD-NOUN
borç,AD-NOUN
boya,AD-NOUN
boyadı,FİİL-VERB
boyadı.,FİİL-VERB
boyattı,FİİL-VERB
boyattı.,FİİL-VERB
boyu,AD-NOUN|İLGEÇ-PREPOS
boyunca,İLGEÇ-PREPOS
bozdu,FİİL-VERB
bozdu.,FİİL-VERB
bozuk,SIFAT-ADJECTIVE
bozulamaz,FİİL-VERB
bozulduğu,FİİL-VERB
bozulması,FİİL-VERB
boş,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
boşa,AD-NOUN
boşandı,FİİL-VERB
boşlukta,AD-NOUN
boşuna,BELİRTEÇ-ADVERB
bu,BELİRLEYİCİ-DET
bu.,BELİRLEYİCİ-DET
bucaklar,AD-NOUN
bucaklara,AD-NOUN
buharlı,SIFAT-ADJECTIVE
bukalemun,AD-NOUN
bulamadı,FİİL-VERB
bulamadı.,FİİL-VERB
bulanık,SIFAT-ADJECTIVE
bulanıklaştı,FİİL-VERB
bulaşıcı,SIFAT-ADJECTIVE
bulaşığı,AD-NOUN
buldu,FİİL-VERB
buldu.,FİİL-VERB
bulgular,AD-NOUN
bulmaca,AD-NOUN
bulmak,FİİL-VERB
bulmuş,FİİL-VERB
bulunabilirler,FİİL-VERB
bulunan,SIFAT-ADJECTIVE
bulunmadıkça,FİİL-VERB
bulunmak,FİİL-VERB
bulunmamak,FİİL-VERB
bulunmuş,FİİL-VERB
bulunur.,FİİL-VERB
bulut,AD-NOUN
bulutlar.,AD-NOUN
bulutun,AD-NOUN
buluşmak,FİİL-VERB
buluştu,FİİL-VERB
buluştuk,FİİL-VERB
buluştular,FİİL-VERB
buna,ADIL-PRONOUN
bundan,ADIL-PRONOUN
bunlara,ADIL-PRONOUN
bunların,ADIL-PRONOUN
bunu,ADIL-PRONOUN
bunun,ADIL-PRONOUN
burada.,AD-NOUN
buradaki,SIFAT-ADJECTIVE
buradan,ADIL-PRONOUN
buralı,AD-NOUN
buruk,BELİRTEÇ-ADVERB
buz,AD-NOUN
buzdan,AD-NOUN
böcek,AD-NOUN
böceği,AD-NOUN
bölgede,AD-NOUN
bölgesiyle,AD-NOUN
bölümleri,AD-NOUN
bölünmez,SIFAT-ADJECTIVE
bölünmüştür,FİİL-VERB
böyle,BELİRTEÇ-ADVERB
büküldü,FİİL-VERB
bürokratik,SIFAT-ADJECTIVE
bütçe,AD-NOUN
bütçeler,AD-NOUN
bütçesinin,AD-NOUN
bütün,BELİRLEYİCİ-DET
bütünlüğünü,AD-NOUN
bütünlüğünün,AD-NOUN
büyü,AD-NOUN
büyüdü,FİİL-VERB
büyük,SIFAT-ADJECTIVE
büyüledi,FİİL-VERB
büyüledi.,FİİL-VERB
büyüleyici,SIFAT-ADJECTIVE
büyülü,SIFAT-ADJECTIVE
büyüttü,FİİL-VERB
büyüttü.,FİİL-VERB
büğrü,BELİRTEÇ-ADVERB
bıkmaz,FİİL-VERB
bıkmaz.,FİİL-VERB
bırakmalısın,FİİL-VERB
bırakmalısın.,FİİL-VERB
bıraktı,FİİL-VERB
bıraktı.,FİİL-VERB
bırakılır,FİİL-VERB
bıçak,AD-NOUN
caddede,AD-NOUN
caddeleri,AD-NOUN
cahil,SIFAT-ADJECTIVE
cam,AD-NOUN
cambaz,AD-NOUN
camları,AD-NOUN
camı,AD-NOUN
camın,AD-NOUN
cana,AD-NOUN
canlandı,FİİL-VERB
canlanmış,FİİL-VERB
canlarını,AD-NOUN
canlı,AD-NOUN|SIFAT-ADJECTIVE
cehennem,AD-NOUN
cerrah,AD-NOUN
cesaret,AD-NOUN
cesaretsiz,SIFAT-ADJECTIVE
cesur,SIFAT-ADJECTIVE
cesurca,BELİRTEÇ-ADVERB
cetvellerle,AD-NOUN
cevabı,AD-NOUN
cevabını,AD-NOUN
cevapladı,FİİL-VERB
cevapladı.,FİİL-VERB
ceviz,AD-NOUN
ceza,AD-NOUN
cezalarını,AD-NOUN
cezası,AD-NOUN
cezasını,AD-NOUN
cezayı,AD-NOUN
ciddi,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
cinayet,AD-NOUN
cinsiyet,AD-NOUN
coğrafya,AD-NOUN
coştu,FİİL-VERB
cuma,AD-NOUN
cömert,SIFAT-ADJECTIVE
cömerttir,FİİL-VERB
cömerttir.,FİİL-VERB
cıvıl,SIFAT-ADJECTIVE
da,BAĞLAÇ-CONJ
daha,BELİRTEÇ-ADVERB|ZARF-ADV
dahi,BAĞLAÇ-CONJ
daima,BELİRTEÇ-ADVERB
daimi,SIFAT-ADJECTIVE
dair,İLGEÇ-PREPOS
dakika,AD-NOUN
dakikalar,AD-NOUN
dakikaya,AD-NOUN
dal,AD-NOUN
dalgalandı,FİİL-VERB
dalgalanıyordu.,FİİL-VERB
dalmış,FİİL-VERB
damlası,AD-NOUN
damlasına,AD-NOUN
dar,SIFAT-ADJECTIVE
daracık,SIFAT-ADJECTIVE
daraldı,FİİL-VERB
darbesi,AD-NOUN
darılmıştı,FİİL-VERB
davalara,AD-NOUN
davaların,AD-NOUN
davası,AD-NOUN
davayı,AD-NOUN
daveti,AD-NOUN
davetiniz,AD-NOUN
davetiye,AD-NOUN
davrandı,FİİL-VERB
davrandı.,FİİL-VERB
davrandılar.,FİİL-VERB
davrandığını,FİİL-VERB
davranma,AD-NOUN
davranışları,AD-NOUN
davranışların,AD-NOUN
davranışınız,AD-NOUN
dayanarak,FİİL-VERB
dayandı,FİİL-VERB
dayanıklı,SIFAT-ADJECTIVE
dayanıyorsun?,FİİL-VERB
dayanışması,AD-NOUN
dağ,AD-NOUN
dağı,AD-NOUN
dağıldı,FİİL-VERB
dağın,AD-NOUN
dağınık,SIFAT-ADJECTIVE
dağıttı,FİİL-VERB
dağıttı.,FİİL-VERB
de,BAĞLAÇ-CONJ
dedektif,AD-NOUN
dedikodu,AD-NOUN
defa,ZARF-ADV
defalarca,AD-NOUN|BELİRTEÇ-ADVERB|ZARF-ADV
define,AD-NOUN
defter,AD-NOUN
dek,İLGEÇ-PREPOS
delice,BELİRTEÇ-ADVERB
delik,BELİRTEÇ-ADVERB
delil,AD-NOUN
delili,AD-NOUN
delilik.,AD-NOUN
deliği,AD-NOUN
demek,FİİL-VERB
demektir,FİİL-VERB
demir,AD-NOUN
demiri,AD-NOUN
dene,FİİL-VERB
denedi,FİİL-VERB
denedi.,FİİL-VERB
denedik,FİİL-VERB
denediler,FİİL-VERB
denedim,FİİL-VERB
denedin,FİİL-VERB
denediniz,FİİL-VERB
denediyse,FİİL-VERB
deneme,İSİM-NOUN
denemekten,FİİL-VERB
denemelisin,FİİL-VERB
denemiş,FİİL-VERB
denemişler,FİİL-VERB
denetleme,AD-NOUN
denetlemesi,AD-NOUN
denetlenemez,FİİL-VERB
denetleyebilir,FİİL-VERB
deney,AD-NOUN
deneyecek,FİİL-VERB
deneyecek.,FİİL-VERB
deneyin,FİİL-VERB
deneyiniz,FİİL-VERB
denir,FİİL-VERB
deniz,AD-NOUN
denklem,AD-NOUN
deprem,AD-NOUN
derece,AD-NOUN
derecede,AD-NOUN
derhal,BELİRTEÇ-ADVERB
deri,AD-NOUN
derin,SIFAT-ADJECTIVE
derinlemesine,SIFAT-ADJECTIVE
derinleşti,FİİL-VERB
derinliklerinde,AD-NOUN
dernek,AD-NOUN
derneklerin,AD-NOUN
ders,AD-NOUN
dersi,AD-NOUN
dersini,AD-NOUN
dertleşti,FİİL-VERB
destan,AD-NOUN
destek,AD-NOUN
destekçim,AD-NOUN
desteğini,AD-NOUN
detaylar,AD-NOUN
detayları,AD-NOUN
detaylarını,AD-NOUN
detaylı,SIFAT-ADJECTIVE
dev,AD-NOUN
devam,AD-NOUN|İSİM-NOUN
devamsızlık,AD-NOUN
devlete,AD-NOUN
devleti,AD-NOUN
devletler,AD-NOUN
devletlerin,AD-NOUN
devletleştirmek,FİİL-VERB
devredilemez,FİİL-VERB
devredilmez,SIFAT-ADJECTIVE
devrildi,FİİL-VERB
değer,AD-NOUN
değerlendi,FİİL-VERB
değerlendirdi,FİİL-VERB
değerlendirdi.,FİİL-VERB
değerli,SIFAT-ADJECTIVE
değersiz,SIFAT-ADJECTIVE
değil,FİİL-VERB
değil.,FİİL-VERB
değildi.,FİİL-VERB
değilim,FİİL-VERB
değilim.,FİİL-VERB
değilmiş.,FİİL-VERB
değilse,FİİL-VERB
değilsin,FİİL-VERB
değilsin.,FİİL-VERB
değişmiş,FİİL-VERB
değişti,FİİL-VERB
değişti.,FİİL-VERB
değiştirdi,FİİL-VERB
değiştirdi.,FİİL-VERB
değiştirdik,FİİL-VERB
değiştirdim,FİİL-VERB
değiştirecek,FİİL-VERB
değiştiremezler,FİİL-VERB
değiştirilemez,FİİL-VERB
değiştirilmesi,FİİL-VERB
değiştirir.,FİİL-VERB
değiştiğini,FİİL-VERB
değmez.,FİİL-VERB
değmiş,FİİL-VERB
değnek,AD-NOUN
deşik,BELİRTEÇ-ADVERB
dikişte,AD-NOUN
dikkatini,AD-NOUN
dikkatle,AD-NOUN|BELİRTEÇ-ADVERB
dikkatli,BELİRTEÇ-ADVERB|SIFAT-ADJECTIVE
dikkatlice,BELİRTEÇ-ADVERB
dikkatsiz,SIFAT-ADJECTIVE
dikti,FİİL-VERB
dikti.,FİİL-VERB
dil,AD-NOUN
dile,AD-NOUN
diledim,FİİL-VERB
diledin,FİİL-VERB
dilediği,SIFAT-ADJECTIVE
dileklerini,AD-NOUN
dilekçiye,AD-NOUN
dili,AD-NOUN
dilim,AD-NOUN
diliyorum,FİİL-VERB
diliyorum.,FİİL-VERB
dimdik,BELİRTEÇ-ADVERB
din,AD-NOUN
dinamik,SIFAT-ADJECTIVE
dindar,SIFAT-ADJECTIVE
dindi,FİİL-VERB
dindigi,FİİL-VERB
dinginleşti,FİİL-VERB
dini,SIFAT-ADJECTIVE
dinledi,FİİL-VERB
dinledi.,FİİL-VERB
dinledik,FİİL-VERB
dinledik.,FİİL-VERB
dinlememiştim.,FİİL-VERB
dinlemeyi,FİİL-VERB
dinlendi,FİİL-VERB
dinlenip,FİİL-VERB
dinlenmek,FİİL-VERB
dinlenmeleri,FİİL-VERB
dinleyin,FİİL-VERB
dinmedi.,FİİL-VERB
dinî,SIFAT-ADJECTIVE
diplomasiyle,AD-NOUN
direndi,FİİL-VERB
direndi.,FİİL-VERB
dirençli,SIFAT-ADJECTIVE
dirildi,FİİL-VERB
disiplinli,SIFAT-ADJECTIVE
diyarında,AD-NOUN
diyete,AD-NOUN
diz,AD-NOUN
dizdi,FİİL-VERB
dizdi.,FİİL-VERB
dizesi,AD-NOUN
diğer,SIFAT-ADJECTIVE
diğeri,ADIL-PRONOUN
dişine,AD-NOUN
doktor,AD-NOUN
dokudu,FİİL-VERB
dokudu.,FİİL-VERB
dokunacak,FİİL-VERB
dokunaklı,SIFAT-ADJECTIVE
dokunamadı.,FİİL-VERB
dokunamaz,FİİL-VERB
dokundu.,FİİL-VERB
dokunulamaz,FİİL-VERB
dokunulmaz,SIFAT-ADJECTIVE
dokunulmazlığı,AD-NOUN
dokunulmazlığın,AD-NOUN
dokunulmazlığının,AD-NOUN
dokunuşu,AD-NOUN
dokunuşu.,AD-NOUN
dokuz,SAYI-NUM
dolaylı,SIFAT-ADJECTIVE
dolayı,İLGEÇ-PREPOS
dolaşmaları,FİİL-VERB
dolaştı,FİİL-VERB
dolduracak,FİİL-VERB
doldurdu,FİİL-VERB
doldurdu.,FİİL-VERB
doldurdum,FİİL-VERB
doldurdun,FİİL-VERB
dolu,SIFAT-ADJECTIVE
dondu,FİİL-VERB
donmuş,FİİL-VERB
donup,FİİL-VERB
dost,AD-NOUN
dostluğu,AD-NOUN
dostumsun.,AD-NOUN
dostun,AD-NOUN
dosya,İSİM-NOUN
dosyayı,AD-NOUN|İSİM-NOUN
doyuracak,FİİL-VERB
